StateAbbreviation,ResponsibleDistrictIdentifier,ResponsibleInstitutionIdentifier,LastOrSurname,FirstName,MiddleName,Birthdate,SSID,ExternalSSID,GradeLevelWhenAssessed,Sex,HispanicOrLatinoEthnicity,AmericanIndianOrAlaskaNative,Asian,BlackOrAfricanAmerican,White,NativeHawaiianOrOtherPacificIslander,DemographicRaceTwoOrMoreRaces,IDEAIndicator,LEPStatus,Section504Status,EconomicDisadvantageStatus,LanguageCode,EnglishLanguageProficiencyLevel,MigrantStatus,FirstEntryDateIntoUSSchool,LimitedEnglishProficiencyEntryDate,LEPExitDate,TitleIIILanguageInstructionProgramType,PrimaryDisabilityType,Delete
OR,TEST,TEST,LastName3779,Name3779,MiddleName3779,,LTSTUDENT3779,LTSTUDENT3779,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3780,Name3780,MiddleName3780,,LTSTUDENT3780,LTSTUDENT3780,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3781,Name3781,MiddleName3781,,LTSTUDENT3781,LTSTUDENT3781,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3782,Name3782,MiddleName3782,,LTSTUDENT3782,LTSTUDENT3782,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3783,Name3783,MiddleName3783,,LTSTUDENT3783,LTSTUDENT3783,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3784,Name3784,MiddleName3784,,LTSTUDENT3784,LTSTUDENT3784,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3785,Name3785,MiddleName3785,,LTSTUDENT3785,LTSTUDENT3785,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3786,Name3786,MiddleName3786,,LTSTUDENT3786,LTSTUDENT3786,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3787,Name3787,MiddleName3787,,LTSTUDENT3787,LTSTUDENT3787,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3788,Name3788,MiddleName3788,,LTSTUDENT3788,LTSTUDENT3788,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3789,Name3789,MiddleName3789,,LTSTUDENT3789,LTSTUDENT3789,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3790,Name3790,MiddleName3790,,LTSTUDENT3790,LTSTUDENT3790,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3791,Name3791,MiddleName3791,,LTSTUDENT3791,LTSTUDENT3791,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3792,Name3792,MiddleName3792,,LTSTUDENT3792,LTSTUDENT3792,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3793,Name3793,MiddleName3793,,LTSTUDENT3793,LTSTUDENT3793,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3794,Name3794,MiddleName3794,,LTSTUDENT3794,LTSTUDENT3794,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3795,Name3795,MiddleName3795,,LTSTUDENT3795,LTSTUDENT3795,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3796,Name3796,MiddleName3796,,LTSTUDENT3796,LTSTUDENT3796,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3797,Name3797,MiddleName3797,,LTSTUDENT3797,LTSTUDENT3797,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3798,Name3798,MiddleName3798,,LTSTUDENT3798,LTSTUDENT3798,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3799,Name3799,MiddleName3799,,LTSTUDENT3799,LTSTUDENT3799,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3800,Name3800,MiddleName3800,,LTSTUDENT3800,LTSTUDENT3800,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3801,Name3801,MiddleName3801,,LTSTUDENT3801,LTSTUDENT3801,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3802,Name3802,MiddleName3802,,LTSTUDENT3802,LTSTUDENT3802,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3803,Name3803,MiddleName3803,,LTSTUDENT3803,LTSTUDENT3803,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3804,Name3804,MiddleName3804,,LTSTUDENT3804,LTSTUDENT3804,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3805,Name3805,MiddleName3805,,LTSTUDENT3805,LTSTUDENT3805,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3806,Name3806,MiddleName3806,,LTSTUDENT3806,LTSTUDENT3806,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3807,Name3807,MiddleName3807,,LTSTUDENT3807,LTSTUDENT3807,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3808,Name3808,MiddleName3808,,LTSTUDENT3808,LTSTUDENT3808,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3809,Name3809,MiddleName3809,,LTSTUDENT3809,LTSTUDENT3809,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3810,Name3810,MiddleName3810,,LTSTUDENT3810,LTSTUDENT3810,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3811,Name3811,MiddleName3811,,LTSTUDENT3811,LTSTUDENT3811,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3812,Name3812,MiddleName3812,,LTSTUDENT3812,LTSTUDENT3812,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3813,Name3813,MiddleName3813,,LTSTUDENT3813,LTSTUDENT3813,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3814,Name3814,MiddleName3814,,LTSTUDENT3814,LTSTUDENT3814,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3815,Name3815,MiddleName3815,,LTSTUDENT3815,LTSTUDENT3815,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3816,Name3816,MiddleName3816,,LTSTUDENT3816,LTSTUDENT3816,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3817,Name3817,MiddleName3817,,LTSTUDENT3817,LTSTUDENT3817,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3818,Name3818,MiddleName3818,,LTSTUDENT3818,LTSTUDENT3818,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3819,Name3819,MiddleName3819,,LTSTUDENT3819,LTSTUDENT3819,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3820,Name3820,MiddleName3820,,LTSTUDENT3820,LTSTUDENT3820,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3821,Name3821,MiddleName3821,,LTSTUDENT3821,LTSTUDENT3821,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3822,Name3822,MiddleName3822,,LTSTUDENT3822,LTSTUDENT3822,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3823,Name3823,MiddleName3823,,LTSTUDENT3823,LTSTUDENT3823,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3824,Name3824,MiddleName3824,,LTSTUDENT3824,LTSTUDENT3824,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3825,Name3825,MiddleName3825,,LTSTUDENT3825,LTSTUDENT3825,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3826,Name3826,MiddleName3826,,LTSTUDENT3826,LTSTUDENT3826,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3827,Name3827,MiddleName3827,,LTSTUDENT3827,LTSTUDENT3827,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3828,Name3828,MiddleName3828,,LTSTUDENT3828,LTSTUDENT3828,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3829,Name3829,MiddleName3829,,LTSTUDENT3829,LTSTUDENT3829,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3830,Name3830,MiddleName3830,,LTSTUDENT3830,LTSTUDENT3830,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3831,Name3831,MiddleName3831,,LTSTUDENT3831,LTSTUDENT3831,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3832,Name3832,MiddleName3832,,LTSTUDENT3832,LTSTUDENT3832,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3833,Name3833,MiddleName3833,,LTSTUDENT3833,LTSTUDENT3833,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3834,Name3834,MiddleName3834,,LTSTUDENT3834,LTSTUDENT3834,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3835,Name3835,MiddleName3835,,LTSTUDENT3835,LTSTUDENT3835,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3836,Name3836,MiddleName3836,,LTSTUDENT3836,LTSTUDENT3836,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3837,Name3837,MiddleName3837,,LTSTUDENT3837,LTSTUDENT3837,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3838,Name3838,MiddleName3838,,LTSTUDENT3838,LTSTUDENT3838,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3839,Name3839,MiddleName3839,,LTSTUDENT3839,LTSTUDENT3839,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3840,Name3840,MiddleName3840,,LTSTUDENT3840,LTSTUDENT3840,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3841,Name3841,MiddleName3841,,LTSTUDENT3841,LTSTUDENT3841,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3842,Name3842,MiddleName3842,,LTSTUDENT3842,LTSTUDENT3842,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3843,Name3843,MiddleName3843,,LTSTUDENT3843,LTSTUDENT3843,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3844,Name3844,MiddleName3844,,LTSTUDENT3844,LTSTUDENT3844,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3845,Name3845,MiddleName3845,,LTSTUDENT3845,LTSTUDENT3845,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3846,Name3846,MiddleName3846,,LTSTUDENT3846,LTSTUDENT3846,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3847,Name3847,MiddleName3847,,LTSTUDENT3847,LTSTUDENT3847,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3848,Name3848,MiddleName3848,,LTSTUDENT3848,LTSTUDENT3848,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3849,Name3849,MiddleName3849,,LTSTUDENT3849,LTSTUDENT3849,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3850,Name3850,MiddleName3850,,LTSTUDENT3850,LTSTUDENT3850,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3851,Name3851,MiddleName3851,,LTSTUDENT3851,LTSTUDENT3851,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3852,Name3852,MiddleName3852,,LTSTUDENT3852,LTSTUDENT3852,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3853,Name3853,MiddleName3853,,LTSTUDENT3853,LTSTUDENT3853,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3854,Name3854,MiddleName3854,,LTSTUDENT3854,LTSTUDENT3854,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3855,Name3855,MiddleName3855,,LTSTUDENT3855,LTSTUDENT3855,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3856,Name3856,MiddleName3856,,LTSTUDENT3856,LTSTUDENT3856,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3857,Name3857,MiddleName3857,,LTSTUDENT3857,LTSTUDENT3857,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3858,Name3858,MiddleName3858,,LTSTUDENT3858,LTSTUDENT3858,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3859,Name3859,MiddleName3859,,LTSTUDENT3859,LTSTUDENT3859,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3860,Name3860,MiddleName3860,,LTSTUDENT3860,LTSTUDENT3860,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3861,Name3861,MiddleName3861,,LTSTUDENT3861,LTSTUDENT3861,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3862,Name3862,MiddleName3862,,LTSTUDENT3862,LTSTUDENT3862,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3863,Name3863,MiddleName3863,,LTSTUDENT3863,LTSTUDENT3863,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3864,Name3864,MiddleName3864,,LTSTUDENT3864,LTSTUDENT3864,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3865,Name3865,MiddleName3865,,LTSTUDENT3865,LTSTUDENT3865,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3866,Name3866,MiddleName3866,,LTSTUDENT3866,LTSTUDENT3866,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3867,Name3867,MiddleName3867,,LTSTUDENT3867,LTSTUDENT3867,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3868,Name3868,MiddleName3868,,LTSTUDENT3868,LTSTUDENT3868,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3869,Name3869,MiddleName3869,,LTSTUDENT3869,LTSTUDENT3869,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3870,Name3870,MiddleName3870,,LTSTUDENT3870,LTSTUDENT3870,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3871,Name3871,MiddleName3871,,LTSTUDENT3871,LTSTUDENT3871,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3872,Name3872,MiddleName3872,,LTSTUDENT3872,LTSTUDENT3872,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3873,Name3873,MiddleName3873,,LTSTUDENT3873,LTSTUDENT3873,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3874,Name3874,MiddleName3874,,LTSTUDENT3874,LTSTUDENT3874,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3875,Name3875,MiddleName3875,,LTSTUDENT3875,LTSTUDENT3875,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3876,Name3876,MiddleName3876,,LTSTUDENT3876,LTSTUDENT3876,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3877,Name3877,MiddleName3877,,LTSTUDENT3877,LTSTUDENT3877,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3878,Name3878,MiddleName3878,,LTSTUDENT3878,LTSTUDENT3878,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3879,Name3879,MiddleName3879,,LTSTUDENT3879,LTSTUDENT3879,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3880,Name3880,MiddleName3880,,LTSTUDENT3880,LTSTUDENT3880,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3881,Name3881,MiddleName3881,,LTSTUDENT3881,LTSTUDENT3881,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3882,Name3882,MiddleName3882,,LTSTUDENT3882,LTSTUDENT3882,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3883,Name3883,MiddleName3883,,LTSTUDENT3883,LTSTUDENT3883,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3884,Name3884,MiddleName3884,,LTSTUDENT3884,LTSTUDENT3884,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3885,Name3885,MiddleName3885,,LTSTUDENT3885,LTSTUDENT3885,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3886,Name3886,MiddleName3886,,LTSTUDENT3886,LTSTUDENT3886,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3887,Name3887,MiddleName3887,,LTSTUDENT3887,LTSTUDENT3887,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3888,Name3888,MiddleName3888,,LTSTUDENT3888,LTSTUDENT3888,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3889,Name3889,MiddleName3889,,LTSTUDENT3889,LTSTUDENT3889,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3890,Name3890,MiddleName3890,,LTSTUDENT3890,LTSTUDENT3890,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3891,Name3891,MiddleName3891,,LTSTUDENT3891,LTSTUDENT3891,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3892,Name3892,MiddleName3892,,LTSTUDENT3892,LTSTUDENT3892,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3893,Name3893,MiddleName3893,,LTSTUDENT3893,LTSTUDENT3893,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3894,Name3894,MiddleName3894,,LTSTUDENT3894,LTSTUDENT3894,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3895,Name3895,MiddleName3895,,LTSTUDENT3895,LTSTUDENT3895,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3896,Name3896,MiddleName3896,,LTSTUDENT3896,LTSTUDENT3896,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3897,Name3897,MiddleName3897,,LTSTUDENT3897,LTSTUDENT3897,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3898,Name3898,MiddleName3898,,LTSTUDENT3898,LTSTUDENT3898,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3899,Name3899,MiddleName3899,,LTSTUDENT3899,LTSTUDENT3899,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3900,Name3900,MiddleName3900,,LTSTUDENT3900,LTSTUDENT3900,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3901,Name3901,MiddleName3901,,LTSTUDENT3901,LTSTUDENT3901,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3902,Name3902,MiddleName3902,,LTSTUDENT3902,LTSTUDENT3902,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3903,Name3903,MiddleName3903,,LTSTUDENT3903,LTSTUDENT3903,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3904,Name3904,MiddleName3904,,LTSTUDENT3904,LTSTUDENT3904,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3905,Name3905,MiddleName3905,,LTSTUDENT3905,LTSTUDENT3905,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3906,Name3906,MiddleName3906,,LTSTUDENT3906,LTSTUDENT3906,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3907,Name3907,MiddleName3907,,LTSTUDENT3907,LTSTUDENT3907,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3908,Name3908,MiddleName3908,,LTSTUDENT3908,LTSTUDENT3908,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3909,Name3909,MiddleName3909,,LTSTUDENT3909,LTSTUDENT3909,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3910,Name3910,MiddleName3910,,LTSTUDENT3910,LTSTUDENT3910,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3911,Name3911,MiddleName3911,,LTSTUDENT3911,LTSTUDENT3911,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
